accession	lab annotation	curated location	mapmapbin1 	mapmanname1	mapmapbin2	mapmanname2
GRMZM2G149775_P02   	histone HTA11	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G149786_P01   	flowering locus D, putative, expressed	NULL	26.7	misc.oxidases - copper, flavone etc.	NULL	NULL
GRMZM2G149802_P01   	 DNA polymerase alpha catalytic subunit	NULL	28.1	DNA.synthesis/chromatin structure	NULL	NULL
GRMZM2G149802_P02   	 DNA polymerase alpha catalytic subunit	NULL	28.1	DNA.synthesis/chromatin structure	NULL	NULL
GRMZM2G149802_P03   	 DNA polymerase alpha catalytic subunit	NULL	28.1	DNA.synthesis/chromatin structure	NULL	NULL
GRMZM2G149847_P01   	ras-related protein ARA-3	NULL	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G149847_P02   	ras-related protein ARA-3	plasma membrane	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G149847_P03   	ras-related protein ARA-3	plasma membrane	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G149847_P04   	ras-related protein ARA-3	plasma membrane	30.5	signalling.G-proteins	NULL	NULL
GRMZM2G149943_P01   	ATP binding protein, putative, expressed	NULL	29.4.1.61	protein.postranslational modification.kinase.receptor like cytoplasmatic kinase X	NULL	NULL
GRMZM2G150058_P01   	60S ribosomal protein L23	cytosol	29.2.1.2.2.23	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23	NULL	NULL
GRMZM2G150058_P03   	60S ribosomal protein L23, putative, expressed	NULL	29.2.1.2.2.23	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L23	NULL	NULL
GRMZM2G150166_P01   	adenylyl cyclase-associated protein 1	NULL	28.99	DNA.unspecified	NULL	NULL
GRMZM2G150167_P01   	 glutathione S-transferase, C-terminal-like	NULL	26.9	misc.glutathione S transferases	NULL	NULL
GRMZM2G150193_P01   	MIR-interacting saposin-like protein 	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150193_P02   	 MIR-interacting saposin-like protein 	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150193_P03   	 MIR-interacting saposin-like protein 	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150209_P01   	 mRNA decapping enzyme 2	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150209_P02   	 mRNA decapping enzyme 2	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150212_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150212_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150212_P03   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150260_P01   	DNA binding protein	NULL	27.3.26	RNA.regulation of transcription.MYB-related transcription factor family	NULL	NULL
GRMZM2G150295_P01   	glutaredoxin subgroup I (GRX_C2.2)	NULL	21.4	redox.glutaredoxins	NULL	NULL
GRMZM2G150295_P02   	 OsGrx_C2.2 - glutaredoxin subgroup I	NULL	21.4	redox.glutaredoxins	NULL	NULL
GRMZM2G150356_P01   	L-ascorbate peroxidase 1 (APX1)	cytosol	21.2.1	redox.ascorbate and glutathione.ascorbate	NULL	NULL
GRMZM2G150363_P01   	carotenoid dioxygenase 4 (CCD4)	plastoglobules	16.1.4	secondary metabolism.isoprenoids.carotenoids	NULL	NULL
GRMZM2G150367_P01   	 stress-related protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150367_P02   	 stress-related protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150404_P01   	 CESA8 - cellulose synthase	plasma membrane	10.2.1	cell wall.cellulose synthesis.cellulose synthase	NULL	NULL
GRMZM2G150448_P01   	atypical receptor-like kinase MARK	plasma membrane	30.2.3	signalling.receptor kinases.leucine rich repeat III	NULL	NULL
GRMZM2G150474_P01   	 glutathione S-transferase IV	NULL	26.9	misc.glutathione S transferases	NULL	NULL
GRMZM2G150485_P01   	 C-1-tetrahydrofolate synthase, cytoplasmic	NULL	25.5	C1-metabolism.Methylenetetrahydrofolate dehydrogenase & Methenyltetrahydrofolate cyclohydrolase	NULL	NULL
GRMZM2G150485_P02   	 C-1-tetrahydrofolate synthase, cytoplasmic	NULL	25.5	C1-metabolism.Methylenetetrahydrofolate dehydrogenase & Methenyltetrahydrofolate cyclohydrolase	NULL	NULL
GRMZM2G150485_P03   	 C-1-tetrahydrofolate synthase, cytoplasmic	NULL	25.5	C1-metabolism.Methylenetetrahydrofolate dehydrogenase & Methenyltetrahydrofolate cyclohydrolase	NULL	NULL
GRMZM2G150485_P04   	 C-1-tetrahydrofolate synthase, cytoplasmic	NULL	25.5	C1-metabolism.Methylenetetrahydrofolate dehydrogenase & Methenyltetrahydrofolate cyclohydrolase	NULL	NULL
GRMZM2G150485_P05   	 C-1-tetrahydrofolate synthase, cytoplasmic	NULL	25.5	C1-metabolism.Methylenetetrahydrofolate dehydrogenase & Methenyltetrahydrofolate cyclohydrolase	NULL	NULL
GRMZM2G150485_P06   	 C-1-tetrahydrofolate synthase, cytoplasmic	NULL	25.5	C1-metabolism.Methylenetetrahydrofolate dehydrogenase & Methenyltetrahydrofolate cyclohydrolase	NULL	NULL
GRMZM2G150521_P01   	 glycine-rich RNA-binding protein 7	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G150616_P01   	porin	mitochondria	34.2	transport.porins	NULL	NULL
GRMZM2G150648_P01   	fibrillarin-2	nucleus	27.1	RNA.processing	NULL	NULL
GRMZM2G150648_P02   	fibrillarin-2	nucleus	27.1	RNA.processing	NULL	NULL
GRMZM2G150648_P03   	fibrillarin-2	nucleus	27.1	RNA.processing	NULL	NULL
GRMZM2G150648_P04   	fibrillarin-2	nucleus	27.1	RNA.processing	NULL	NULL
GRMZM2G150648_P05   	fibrillarin-2	nucleus	27.1	RNA.processing	NULL	NULL
GRMZM2G150648_P06   	fibrillarin-2	nucleus	27.1	RNA.processing	NULL	NULL
GRMZM2G150648_P07   	fibrillarin-2	nucleus	27.1	RNA.processing	NULL	NULL
GRMZM2G150656_P03   	peroxisomal multifunctional enzyme type 2	peroxisome	11.8	lipid metabolism.exotics (steroids, squalene etc)	NULL	NULL
GRMZM2G150754_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150754_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150758_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150758_P02   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150758_P03   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150758_P04   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G150772_P01   	nucleotide binding protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150772_P02   	nucleotide binding protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150772_P03   	nucleotide binding protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150866_P01   	 metallo-beta-lactamase superfamily protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150866_P02   	 metallo-beta-lactamase superfamily protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150866_P03   	 metallo-beta-lactamase superfamily protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150866_P04   	 metallo-beta-lactamase superfamily protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150866_P05   	 metallo-beta-lactamase superfamily protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150867_P01   	ubiquitin-conjugating enzyme E2-21 kDa 1	NULL	29.5.11.3	protein.degradation.ubiquitin.E2	NULL	NULL
GRMZM2G150867_P02   	 ubiquitin-conjugating enzyme E2-21 kDa 1	NULL	29.5.11.3	protein.degradation.ubiquitin.E2	NULL	NULL
GRMZM2G150867_P03   	 ubiquitin-conjugating enzyme E2-21 kDa 1	NULL	29.5.11.3	protein.degradation.ubiquitin.E2	NULL	NULL
GRMZM2G150893_P01   	 peroxidase 54 	NULL	26.12	misc.peroxidases	NULL	NULL
GRMZM2G150893_P02   	 peroxidase 54 	NULL	26.12	misc.peroxidases	NULL	NULL
GRMZM2G150912_P01   	endoribonuclease 	NULL	27.1	RNA.processing	NULL	NULL
GRMZM2G150941_P01   	nucleic acid binding protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G150941_P02   	nucleic acid binding protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G151041_P01   	2-oxoglutarate dehydrogenase E1 component	mitochondria	8.1.5	TCA / org. transformation.TCA.2-oxoglutarate dehydrogenase	NULL	NULL
GRMZM2G151041_P02   	2-oxoglutarate dehydrogenase E1 component, mitochondrial 	NULL	8.1.5	TCA / org. transformation.TCA.2-oxoglutarate dehydrogenase	NULL	NULL
GRMZM2G151041_P03   	2-oxoglutarate dehydrogenase E1 component, mitochondrial 	NULL	8.1.5	TCA / org. transformation.TCA.2-oxoglutarate dehydrogenase	NULL	NULL
GRMZM2G151041_P04   	2-oxoglutarate dehydrogenase E1 component, mitochondrial 	NULL	8.1.5	TCA / org. transformation.TCA.2-oxoglutarate dehydrogenase	NULL	NULL
GRMZM2G151041_P05   	2-oxoglutarate dehydrogenase E1 component, mitochondrial 	NULL	8.1.5	TCA / org. transformation.TCA.2-oxoglutarate dehydrogenase	NULL	NULL
GRMZM2G151087_P01   	 PAS2	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G151087_P02   	PAS2	NULL	29.4	protein.postranslational modification	NULL	NULL
GRMZM2G151169_P01   	2-oxoglutarate dehydrogenase E1 component	mitochondria	8.1.5	TCA / org. transformation.TCA.2-oxoglutarate dehydrogenase	NULL	NULL
GRMZM2G151193_P01   	elongation factor 1-alpha / EF-1-alpha 	NULL	29.2.4	protein.synthesis.elongation	NULL	NULL
GRMZM2G151193_P02   	elongation factor 1-alpha / EF-1-alpha 	NULL	29.2.4	protein.synthesis.elongation	NULL	NULL
GRMZM2G151193_P03   	elongation factor 1-alpha / EF-1-alpha 	NULL	29.2.4	protein.synthesis.elongation	NULL	NULL
GRMZM2G151227_P01   	chalcone synthase	NULL	16.8.2.1	secondary metabolism.flavonoids.chalcones.naringenin-chalcone synthase	NULL	NULL
GRMZM2G151252_P01   	40S ribosomal protein S24	not plastid	29.2.1.2.1.24	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S24	NULL	NULL
GRMZM2G151252_P02   	40S ribosomal protein S24	not plastid	29.2.1.2.1.24	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S24	NULL	NULL
GRMZM2G151252_P03   	40S ribosomal protein S24	not plastid	29.2.1.2.1.24	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S24	NULL	NULL
GRMZM2G151252_P04   	40S ribosomal protein S24	not plastid	29.2.1.2.1.24	protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S24	NULL	NULL
GRMZM2G151387_P01   	SAP domain - putative transcription factor 	not plastid	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G151387_P02   	SAP domain - putative transcription factor 	not plastid	27.3.67	RNA.regulation of transcription.putative transcription regulator	NULL	NULL
GRMZM2G151414_P01   	pantothenate kinase 4	NULL	18.4.1	Co-factor and vitamine metabolism.pantothenate.pantothenate kinase	NULL	NULL
GRMZM2G151414_P02   	 pantothenate kinase 4	NULL	18.4.1	Co-factor and vitamine metabolism.pantothenate.pantothenate kinase	NULL	NULL
GRMZM2G151414_P03   	 pantothenate kinase 4	NULL	18.4.1	Co-factor and vitamine metabolism.pantothenate.pantothenate kinase	NULL	NULL
GRMZM2G151549_P01   	eukaryotic translation initiation factor 3 subunit 6	NULL	29.2.3	protein.synthesis.initiation	NULL	NULL
GRMZM2G151549_P02   	eukaryotic translation initiation factor 3 subunit 6, putative, expressed	NULL	29.2.3	protein.synthesis.initiation	NULL	NULL
GRMZM2G151553_P01   	 taxadien-5-alpha-ol O-acetyltransferase	NULL	20.1	stress.biotic	NULL	NULL
GRMZM2G151689_P01   	zinc finger C-x8-C-x5-C-x3-H type family protein	NULL	27.3.12	RNA.regulation of transcription.C3H zinc finger family	NULL	NULL
GRMZM2G151726_P01   	histone HTA1	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G151726_P02   	histone HTA1	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G151726_P03   	histone HTA1	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G151734_P01   	expressed protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G151738_P01   	receptor-like protein kinase precursor, putative, expressed	NULL	10.5.3	cell wall.cell wall proteins.LRR	NULL	NULL
GRMZM2G151826_P01   	histone  H2A	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G151826_P02   	histone  H2A	nucleus	28.1.3	DNA.synthesis/chromatin structure.histone	NULL	NULL
GRMZM2G151873_P01   	myosin-like protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G151873_P02   	myosin-like protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G151873_P03   	myosin-like protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152025_P01   	transporter 	NULL	34.99	transport.misc	NULL	NULL
GRMZM2G152025_P02   	transporter 	NULL	34.99	transport.misc	NULL	NULL
GRMZM2G152025_P03   	transporter 	NULL	34.99	transport.misc	NULL	NULL
GRMZM2G152100_P01   	 COP9 signalosome complex subunit 7	NULL	33.99	development.unspecified	NULL	NULL
GRMZM2G152100_P02   	 COP9 signalosome complex subunit 7	NULL	33.99	development.unspecified	NULL	NULL
GRMZM2G152111_P01   	transformer-2 protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152111_P02   	transformer-2 protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152111_P03   	transformer-2 protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152111_P04   	transformer-2 protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152111_P06   	transformer-2 protein, putative, expressed	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152328_P01   	actin 11 (ACT11)	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G152328_P02   	actin 11 (ACT11)	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G152417_P01   	acetyl-CoA synthetase 	peroxisome	11.9.4	lipid metabolism.lipid degradation.beta-oxidation	6	gluconeogenese/ glyoxylate cycle
GRMZM2G152421_P01   	26S proteasome regulatory subunit (RPN6), similar to 19S proteosome subunit 9	cytosol	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G152421_P02   	26S proteasome regulatory subunit, putative (RPN6), similar to 19S proteosome subunit 9	cytosol	29.5.11.20	protein.degradation.ubiquitin.proteasom	NULL	NULL
GRMZM2G152466_P01   	tubulin alpha-3 chain	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G152466_P03   	tubulin alpha-3 chain	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G152466_P04   	tubulin alpha-3 chain	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G152466_P05   	tubulin alpha-3 chain	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G152466_P06   	tubulin alpha-3 chain	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G152466_P07   	tubulin alpha-3 chain	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G152470_P01   	homocysteine S-methyltransferase 3	NULL	13.1.3.4.12	amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase	NULL	NULL
GRMZM2G152470_P02   	 homocysteine S-methyltransferase 3	NULL	13.1.3.4.12	amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase	NULL	NULL
GRMZM2G152470_P03   	 homocysteine S-methyltransferase 3	NULL	13.1.3.4.12	amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase	NULL	NULL
GRMZM2G152552_P01   	60S ribosomal protein L34	NULL	29.2.1.2.2.34	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34	NULL	NULL
GRMZM2G152552_P02   	60S ribosomal protein L34 (RPL34C)	cytosol	29.2.1.2.2.34	protein.synthesis.ribosomal protein.eukaryotic.60S subunit.L34	NULL	NULL
GRMZM2G152561_P01   	ATP-dependent RNA helicase	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G152561_P02   	ATP-dependent RNA helicase, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G152599_P01   	30S ribosomal protein S16	NULL	29.2.1.1.3.1.16	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S16	NULL	NULL
GRMZM2G152599_P02   	30S ribosomal protein S16	NULL	29.2.1.1.3.1.16	protein.synthesis.ribosomal protein.prokaryotic.unknown organellar.30S subunit.S16	NULL	NULL
GRMZM2G152688_P01   	myosin-like protein, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G152688_P02   	myosin-like protein, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G152688_P03   	myosin-like protein, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G152708_P01   	expressed protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G152757_P01   	homologue of SAL1 (FIERY1), 3(2),5-bisphosphate nucleotidase	NULL	23.2	nucleotide metabolism.degradation	NULL	NULL
GRMZM2G152757_P02   	homologue of SAL1 (FIERY1), 3(2),5-bisphosphate nucleotidase	NULL	23.2	nucleotide metabolism.degradation	NULL	NULL
GRMZM2G152757_P03   	homologue of SAL1 (FIERY1), 3(2),5-bisphosphate nucleotidase	NULL	23.2	nucleotide metabolism.degradation	NULL	NULL
GRMZM2G152757_P04   	homologue of SAL1 (FIERY1), 3(2),5-bisphosphate nucleotidase	NULL	23.2	nucleotide metabolism.degradation	NULL	NULL
GRMZM2G152801_P01   	flavonol synthase/flavanone 3-hydroxylase	NULL	16.8.4	secondary metabolism.flavonoids.flavonols	NULL	NULL
GRMZM2G152801_P02   	 flavonol synthase/flavanone 3-hydroxylase	NULL	16.8.4	secondary metabolism.flavonoids.flavonols	NULL	NULL
GRMZM2G152808_P01   	no Arabidopsis or rice homologue	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152827_P01   	phosphate transporter (PHT3-1 or PIC1)	mitochondria	34.9	transport.metabolite transporters at the mitochondrial membrane	NULL	NULL
GRMZM2G152908_P01   	sucrose synthase 2-2 (SUS2-2) 	cytosol	2.2.1.5	major CHO metabolism.degradation.sucrose.Susy	NULL	NULL
GRMZM2G152908_P02   	sucrose synthase 2-2 (SUS2-2) 	NULL	2.2.1.5	major CHO metabolism.degradation.sucrose.Susy	NULL	NULL
GRMZM2G152908_P03   	sucrose synthase 2-2 (SUS2-2) 	NULL	2.2.1.5	major CHO metabolism.degradation.sucrose.Susy	NULL	NULL
GRMZM2G152908_P04   	sucrose synthase 2-2 (SUS2-2) 	NULL	2.2.1.5	major CHO metabolism.degradation.sucrose.Susy	NULL	NULL
GRMZM2G152921_P01   	 seed maturation protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152921_P02   	 seed maturation protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152921_P03   	 seed maturation protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152925_P01   	cytochrome c oxidase - Complex IV	mitochondria	9.7	mitochondrial electron transport / ATP synthesis.cytochrome c oxidase	NULL	NULL
GRMZM2G152925_P02   	cytochrome c oxidase - Complex IV	mitochondria	9.7	mitochondrial electron transport / ATP synthesis.cytochrome c oxidase	NULL	NULL
GRMZM2G152929_P01   	ADP-ribosylation factor	NULL	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G152929_P02   	ADP-ribosylation factor	NULL	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G152929_P03   	ADP-ribosylation factor	NULL	29.3.4.99	protein.targeting.secretory pathway.unspecified	NULL	NULL
GRMZM2G152963_P01   	EMB2221	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152963_P02   	 EMB2221	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G152984_P01   	phosphoribosylanthranilate isomerase 1 	NULL	13.1.6.5.3	amino acid metabolism.synthesis.aromatic aa.tryptophan.phosphoribosyanthranilate isomerase	NULL	NULL
GRMZM2G152984_P02   	phosphoribosylanthranilate isomerase 1 	NULL	13.1.6.5.3	amino acid metabolism.synthesis.aromatic aa.tryptophan.phosphoribosyanthranilate isomerase	NULL	NULL
GRMZM2G153138_P01   	 thioesterase family protein	NULL	35.1	not assigned.no ontology	NULL	NULL
GRMZM2G153138_P02   	 VHS and GAT domain protein	NULL	31.4	cell.vesicle transport	NULL	NULL
GRMZM2G153162_P02   	eukaryotic translation initiation factor 4G	cytosol	29.2.3	protein.synthesis.initiation	NULL	NULL
GRMZM2G153162_P03   	eukaryotic translation initiation factor 4G	cytosol	29.2.3	protein.synthesis.initiation	NULL	NULL
GRMZM2G153181_P01   	eukaryotic translation initiation factor 3 subunit 6-interacting protein	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G153181_P02   	eukaryotic translation initiation factor 3 subunit 6-interacting protein, putative, expressed	NULL	35.2	not assigned.unknown	NULL	NULL
GRMZM2G153208_P01   	secretory protein, putative	NULL	20.1	stress.biotic	NULL	NULL
GRMZM2G153227_P01   	h/ACA ribonucleoprotein complex subunit 3-like protein	NULL	27.4	RNA.RNA binding	NULL	NULL
GRMZM2G153292_P01   	tubulin alpha-3 chain	not plastid	31.1	cell.organisation	NULL	NULL
GRMZM2G153292_P02   	tubulin alpha-3 chain	not plastid	31.1	cell.organisation	NULL	NULL
